400.0000	0.0184503
399.8000	0.016777
399.6000	0.0152492
399.4000	0.0139814
399.2000	0.0127068
399.0000	0.0113948
398.8000	0.0101515
398.6000	0.008994
398.4000	0.00794087
398.2000	0.0071012
398.0000	0.00664393
397.8000	0.00645872
397.6000	0.00646912
397.4000	0.00657268
397.2000	0.0068951
397.0000	0.00751299
396.8000	0.00879118
396.6000	0.0103389
396.4000	0.0119735
396.2000	0.0134915
396.0000	0.0148836
395.8000	0.0163041
395.6000	0.0178401
395.4000	0.0193708
395.2000	0.0206388
395.0000	0.0214603
394.8000	0.0220206
394.6000	0.022509
394.4000	0.0227113
394.2000	0.022491
394.0000	0.021759
393.8000	0.0208259
393.6000	0.0195752
393.4000	0.0186136
393.2000	0.0182653
393.0000	0.0181094
392.8000	0.0180908
392.6000	0.018105
392.4000	0.0183784
392.2000	0.0188008
392.0000	0.0191222
391.8000	0.0191956
391.6000	0.0189886
391.4000	0.0184273
391.2000	0.0175656
391.0000	0.0165058
390.8000	0.0156601
390.6000	0.0150883
390.4000	0.014559
390.2000	0.0144927
390.0000	0.0146025
389.8000	0.0147959
389.6000	0.0147124
389.4000	0.0146727
389.2000	0.0145026
389.0000	0.0138009
388.8000	0.0128858
388.6000	0.0120351
388.4000	0.0109365
388.2000	0.0095748
388.0000	0.0084123
387.8000	0.00772444
387.6000	0.00718412
387.4000	0.00687232
387.2000	0.00676758
387.0000	0.00661089
386.8000	0.00679598
386.6000	0.00742293
386.4000	0.00823134
386.2000	0.00891967
386.0000	0.00934398
385.8000	0.00998272
385.6000	0.0108107
385.4000	0.0118493
385.2000	0.0128225
385.0000	0.0133731
384.8000	0.0137866
384.6000	0.0141661
384.4000	0.0142649
384.2000	0.0143056
384.0000	0.0139923
383.8000	0.0130598
383.6000	0.0117165
383.4000	0.0103313
383.2000	0.00870293
383.0000	0.00696945
382.8000	0.00556021
382.6000	0.00418774
382.4000	0.00288492
382.2000	0.00173023
382.0000	0.00080787
381.8000	-0.000136076
381.6000	-0.00092867
381.4000	-0.00150686
381.2000	-0.00193997
381.0000	-0.00232818
380.8000	-0.00209951
380.6000	-0.00129848
380.4000	-0.000197273
380.2000	0.00116513
380.0000	0.00261855
379.8000	0.00445742
379.6000	0.00691599
379.4000	0.00968749
379.2000	0.0122919
379.0000	0.0147724
378.8000	0.0173247
378.6000	0.0198797
378.4000	0.0221843
378.2000	0.0239265
378.0000	0.0248835
377.8000	0.0254013
377.6000	0.0261209
377.4000	0.0267294
377.2000	0.0270358
377.0000	0.0267492
376.8000	0.0264309
376.6000	0.0257884
376.4000	0.0250192
376.2000	0.0241857
376.0000	0.0231579
375.8000	0.0218482
375.6000	0.0202409
375.4000	0.0183738
375.2000	0.0164129
375.0000	0.0147536
374.8000	0.0134853
374.6000	0.0121973
374.4000	0.0109792
374.2000	0.00974863
374.0000	0.00886462
373.8000	0.00855827
373.6000	0.00854391
373.4000	0.00830031
373.2000	0.00802864
373.0000	0.00800885
372.8000	0.0081977
372.6000	0.00853973
372.4000	0.00897424
372.2000	0.00909404
372.0000	0.00897746
371.8000	0.00923465
371.6000	0.00986986
371.4000	0.0106374
371.2000	0.0114591
371.0000	0.0123111
370.8000	0.013192
370.6000	0.014178
370.4000	0.0154794
370.2000	0.0167143
370.0000	0.0178624
369.8000	0.0187254
369.6000	0.0192415
369.4000	0.0197194
369.2000	0.0201915
369.0000	0.0204429
368.8000	0.0202388
368.6000	0.0199571
368.4000	0.0193985
368.2000	0.0188571
368.0000	0.0186351
367.8000	0.0186778
367.6000	0.018283
367.4000	0.0177644
367.2000	0.017614
367.0000	0.017826
366.8000	0.0182264
366.6000	0.0186305
366.4000	0.0189863
366.2000	0.0191359
366.0000	0.0192582
365.8000	0.0196422
365.6000	0.0199942
365.4000	0.0201284
365.2000	0.0201475
365.0000	0.0200073
364.8000	0.0199569
364.6000	0.0200301
364.4000	0.0201848
364.2000	0.020351
364.0000	0.0205022
363.8000	0.0208279
363.6000	0.0211627
363.4000	0.0217631
363.2000	0.022417
363.0000	0.0225712
362.8000	0.0222841
362.6000	0.021816
362.4000	0.0213023
362.2000	0.0207222
362.0000	0.0200503
361.8000	0.0192064
361.6000	0.0180703
361.4000	0.0172389
361.2000	0.0169038
361.0000	0.0165731
360.8000	0.0161869
360.6000	0.0155795
360.4000	0.0150161
360.2000	0.0146013
360.0000	0.014633
359.8000	0.0146017
359.6000	0.0142942
359.4000	0.0141088
359.2000	0.014289
359.0000	0.0147589
358.8000	0.0154052
358.6000	0.0161636
358.4000	0.0169309
358.2000	0.0176474
358.0000	0.0182278
357.8000	0.0186629
357.6000	0.0190345
357.4000	0.0194819
357.2000	0.0195625
357.0000	0.019611
356.8000	0.0196873
356.6000	0.0201213
356.4000	0.0211204
356.2000	0.0223044
356.0000	0.0234949
355.8000	0.0245349
355.6000	0.0256298
355.4000	0.0269356
355.2000	0.0280887
355.0000	0.0285332
354.8000	0.0285564
354.6000	0.0284619
354.4000	0.0282621
354.2000	0.0278937
354.0000	0.0274849
353.8000	0.0271601
353.6000	0.026784
353.4000	0.0267624
353.2000	0.026857
353.0000	0.0271777
352.8000	0.0274362
352.6000	0.0276388
352.4000	0.0279148
352.2000	0.0278843
352.0000	0.0277086
351.8000	0.0274131
351.6000	0.0269482
351.4000	0.0265213
351.2000	0.0260032
351.0000	0.0255956
350.8000	0.0253625
350.6000	0.0250802
350.4000	0.0249453
350.2000	0.024834
350.0000	0.024568
349.8000	0.0241196
349.6000	0.023488
349.4000	0.0228796
349.2000	0.0220231
349.0000	0.0210402
348.8000	0.0199789
348.6000	0.0188572
348.4000	0.0178289
348.2000	0.0167364
348.0000	0.0157376
347.8000	0.0150005
347.6000	0.0145586
347.4000	0.0145081
347.2000	0.014614
347.0000	0.0146109
346.8000	0.0146325
346.6000	0.0149337
346.4000	0.0154133
346.2000	0.0157636
346.0000	0.0160275
345.8000	0.0163184
345.6000	0.0165918
345.4000	0.0171191
345.2000	0.0176587
345.0000	0.0179508
344.8000	0.0182032
344.6000	0.0187777
344.4000	0.0196456
344.2000	0.0206845
344.0000	0.0217064
343.8000	0.0224909
